year;title;author;publisher;classification;library
2011.0;Nougaro ou l'espérance en l'homme;Maurane;-;S099.2;CABANIS
2013.0;Ladilafé;Tryo;-;S099.2;CABANIS
2013.0;Rio : music from the motion picture [film de Carlos Saldanha];Powell, John;-;S520;CABANIS
2015.0;L'embellie;Calogero;-;S099.2;CABANIS
2012.0;Standing in the way of control / Gossip;Gossip;-;S260;CABANIS
2012.0;"Jailer ; 360° ; Bibanke [etc.]";Asa;-;S180;CABANIS
2018.0;Le début de la suite;Bénabar;-;S099.2;CABANIS
2017.0;Mon coeur avait raison;Maître Gims;-;S291;CABANIS
2019.0;Musiques de ballet pour petites oreilles;-;-;SE 780.4 M;CABANIS
2019.0;Istikrarli hayal hakikattir;Akyol, Gaye Su;-;S026.2;CABANIS
2019.0;Soleil dedans;Arthur H;-;S099.2;CABANIS
2019.0;"Mes premières comptines anglaises / llustrations Magali le Huche, Roland Garrigue, Olivier Renoust ; collectage et commentaires Jeanette Loric";-;Paris : Didier Jeunesse, 2011;A 780.1 M;CABANIS
2019.0;Evidemment;Gall, France;-;S099.2;CABANIS
2019.0;Baba love;Arthur H;-;S099.2;CABANIS
2020.0;Everyday life;Coldplay;-;S220;CABANIS
2020.0;Madame X;Madonna;-;S220;EMP
2020.0;Les Etoiles vagabondes / Expansion;Nekfeu;-;S291;CABANIS
2020.0;Moi et mon chat;Barth & Ayumi;-;780.2 BAR;CABANIS
2020.0;Ballades;Jamal, Ahmad. P;-;S150;CABANIS
2019.0;Un monstre à Paris : musique originale du film [de Bibo Bergeron];Renson, Patrice;-;E 780.5 MON;CABANIS
2019.0;Neon;Cats On Trees;-;S2RF20;CABANIS
2019.0;Danse ti doudou : bal et carnaval des Antilles;Faraux, Magguy;-;793 FAR;CABANIS
2019.0;No mercy in this land;Harper, Ben;-;S110;CABANIS
2019.0;The next generation;Groundation;-;S292.3;CABANIS
2019.0;Musiques du monde pour les petites oreilles;-;-;780.1 M;CABANIS
2019.0;Manu militari;Bazbaz, Camille;-;S099.2;CABANIS
2019.0;Almah;Cohen, Avishai;-;S100;CABANIS
2019.0;If on a winter's night...;Sting;-;S220;CABANIS
2019.0;Black Tenere;Kel Assouf;-;S018.2;CABANIS
2019.0;"Les plus belles comptines américaines / collectage et commentaires Jeanette Loric ; illustrations de Samuel Ribeyron, Charlotte Labaronne, Cécile Hudrisier";-;Paris : Didier Jeunesse, 2005;780.1 P;MGM
2019.0;Saska circus : 17 chansons pour les tout-petits;Bohy, Hélène;-;AB 780.2 BOH;CABANIS
2020.0;Le soldat Rose à la fabrique de jouets;Souchon, Alain;-;E 780.4;CABANIS
2020.0;Chansons pour danser autour du monde;-;-;A 793 C;CABANIS
2020.0;Ouèi;Camille;-;S2RF20;CABANIS
2020.0;Western stars;Springsteen, Bruce;-;S230;CABANIS
2020.0;Mettavolution;Rodrigo y Gabriela;-;S055.2;CABANIS
2020.0;Colorado;Young, Neil;-;S230;CABANIS
2020.0;Our Pathetic age;DJ Shadow;-;S294.5;CABANIS
2020.0;La vie d'artiste;Maé, Christophe;-;S099.2;CABANIS
2020.0;2020;Rue Kétanou;-;S099.2;CABANIS
2020.0;Le loup qui voulait faire son spectacle;Duffau, Caroline;-;780.4 D;CABANIS
2020.0;Immersion;Nah, Youn Sun. Chant;-;S199;CABANIS
2020.0;C'est le Père Noèel;Dès, Henri;-;A 780.3 DES;CABANIS
2020.0;To believe;Cinematic Orchestra;-;S294.5;CABANIS
2020.0;The rough guide to Celtic Lullabies;-;-;780.1 R;CABANIS
2020.0;The island years;Couture, Charlélie;-;S099.2;CABANIS
2020.0;Live in Europe;Gardot, Melody. Chant;-;S199;CABANIS
2020.0;"Les petits oiseaux / Béatrice Fontanel ; illustrations Antoine Guilloppé ; lu par Jérôme Deschamps";Fontanel, Béatrice;Paris : Naèive, 2013;780.4 F;CABANIS
2020.0;"Jason / [adapt. et raconté par] Claudie Obin ; ill. mus.";Obin, Claudie;[s.l.] : L'Oreille Hardie, [s.d.];C/292.08;CABANIS
2020.0;"Bulle et Bob dans la cuisine / une histoire racontée par Nathalie Tual ; illustrations Ilya Green";Tual, Nathalie;Paris : Didier Jeunesse, 2010;A 780.2 TUA;CABANIS
2020.0;Rainford;Perry, Lee 'Scratch';-;S292.3;CABANIS
2020.0;Petites notes de piano;Solhal;-;SAB 783 SOL;CABANIS
2020.0;La Damnation de Faust;Berlioz, Hector (1803-1869);-;S335;CABANIS
2020.0;Congo revolution : revolutionary and evolutionary sounds from the two Congos 1955-62;-;-;S014.2;CABANIS
2013.0;Futur;Booba;-;S291;CABANIS
2013.0;Mothership;Led Zeppelin;-;S250;CABANIS
2013.0;Lord of the ring, the two towers : original motion picture soundtrack / [film de Peter Jackson];Shore, Howard;[S.l.]: WMG soundtracks, 2002;S520;CABANIS
2011.0;Le roi des papas;Malone, Vincent;-;E 780.2 MAL;CABANIS
2012.0;Angles;Strokes;-;S260;CABANIS
2012.0;Area 52;Rodrigo y Gabriela;-;S055.2;CABANIS
2014.0;ANousGaro : inédits et incontournables;Nougaro, Claude;-;S099.2;CABANIS
2017.0;"Chansons du monde : 22 chansons du Brésil au Vietnam / interprétées par Bielka et Souliko, Xinarca, Gerson Leonardi et al. ; illustratées par Aurélia Fronty, Béatrice Alemagna, Claire Degans et al.";-;Paris : Didier Jeunesse, 2012;780.1 C;CABANIS
2016.0;No place in heaven;Mika;-;S220;CABANIS
2013.0;Best of;Gotan Project;-;S042.2;CABANIS
2013.0;Jusqu'à la mer;Amélie-les-Crayons;-;S099.2;CABANIS
2013.0;Come a little closer;Laïka. Chant;-;S199;CABANIS
2013.0;Protection;Massive Attack;-;S294.2;CABANIS
2011.0;L'an demain;Têtes Raides;-;S2RF60;CABANIS
2011.0;From the muddy banks of the wishkah / Nirvana;Nirvana;[S.l.] : Geffen, P 1996.;S260;CABANIS
2011.0;The no comprendo / Rita Mitsouko;Rita Mitsouko;-;S2RF;CABANIS
2012.0;Crazy clown time;Lynch, David;-;S294.5;CABANIS
2015.0;"Les plus belles berceuses jazz / illustrations Ilya Green ; édition Misja Fitzgerald-Michel";Green, Ilya;Paris : Didier Jeunesse, 2012;784 G;CABANIS
2015.0;Restriction;Archive;-;S294.5;CABANIS
2015.0;A Momentary lapse of reason / Pink Floyd;Pink Floyd;[S.l.] : EMI, P 1987.;S240;CABANIS
2014.0;History;Jackson, Michael;-;S282;CABANIS
2014.0;Comme à la maison;Maé Christophe;-;S099.2;CABANIS
2014.0;Or noir;Kaaris;-;S291;CABANIS
2017.0;Patricia Kaas;Kaas, Patricia;-;S099.2;CABANIS
2017.0;Double tour : électrique & acoustique;Cabrel, Francis;-;S099.2;CABANIS
2017.0;Skeleton tree;Nick Cave & the Bad Seeds;-;S230;CABANIS
2018.0;Ceinture noire : 2ème dan;Maître Gims;-;S291;CABANIS
2018.0;Paranoid / Black Sabbath;Black Sabbath;[S.l.] : Castle, cop. 1986.;S250;CABANIS
2018.0;Never twice;Waterhouse, Nick;-;S180;CABANIS
2018.0;"Au fil des flots : 29 chansons de la mer / [direction musicale de François Barré et Yves Prual] ; illustrations de Isabelle Chatellard et Stéphane Girel";-;Paris : Didier Jeunesse, impr. 2007;A 780.2 A;CABANIS
2015.0;19 [Dix-neuf];Adele;-;S180;CABANIS
2015.0;Glad rag doll;Krall, Diana. Chant;-;S199;CABANIS
2015.0;"Le ballon : et autres histoires du Petit Nicolas [Enregistrement sonore] / Goscinny, Sempé ; lu par Benoît Poelvoorde";Goscinny, René;Paris : Gallimard-Jeunesse, DL 2009;J GOS;CABANIS
2016.0;"Doudou ; vol. 2 : le monde des musiques douces";Hayward, Chris;-;SAB 780.2 D;CABANIS
2016.0;At work;Laurent, Géraldine. Saxo;-;S1;CABANIS
2016.0;Ca c'est bossa !;P'tits Loups du Jazz (Les);-;784 P;CABANIS
2016.0;On trace la route;Maé Christophe;-;S099.2;CABANIS
2012.0;Back to black;Winehouse, Amy;-;S180;CABANIS
2012.0;Shrek forever after : original motion picture score [film de Mitchell Mike];Gregson-Williams, Harry;-;S520;CABANIS
2013.0;Good things;Aloe Blacc;-;S180;CABANIS
2014.0;Tango 3.0;Gotan Project;-;S042.2;CABANIS
2018.0;Dignes, dingues, donc...;Sanson, Véronique;-;S099.2;CABANIS
2018.0;Noël autour du monde;-;-;SA 780.3 N;CABANIS
2018.0;Harvest / Neil Young;Young, Neil;[S.l.] : WEA, [ca 1986].;S230;CABANIS
2018.0;Blue maqams;Brahem, Anouar. Oud;-;S195;CABANIS
2018.0;Nevermind;Nirvana;-;S260;CABANIS
2017.0;Satingarona Part.1;Bongo hop;-;S046.2;CABANIS
2017.0;De l'amour;Hallyday, Johnny;-;S099.2;CABANIS
2017.0;Circulation coincée;Andréo, Jean;-;780.2 AND;CABANIS
2017.0;Older;Naim, Yael;-;S2RF20;CABANIS
2017.0;"Pretty hurts ; Haunted ; Drunk in love [etc.]";Beyoncé;-;S281;CABANIS
2018.0;Birkin Gainsbourg : le symphonique;Birkin, Jane;-;S099.2;EMP
2018.0;Sainte-Victoire;Luciani, Clara;-;S099.2;CABANIS
2017.0;All wet;Mr Oizo;-;S294.4;CABANIS
2017.0;From darkness;-;-;S150;CABANIS
2012.0;Roses;Cranberries;-;S220;CABANIS
2012.0;Rubber soul / The Beatles;Beatles;[S.l.] : Parlophone, [ca 1988].;S220;CABANIS
2012.0;Mylo xyloto;Coldplay;-;S260;CABANIS
2011.0;Bloodflowers / The Cure;Cure;[S.l.] : Fiction, 2000;S270;CABANIS
2011.0;The Greatest;Cat Power;-;S230;CABANIS
2014.0;Pure heroine;Lorde;-;S271;CABANIS
2014.0;Get happy;Pink Martini;-;S061.2;CABANIS
2014.0;Chatma;Tamikrest;-;S019.2;CABANIS
2014.0;Baron Samedi;Lavilliers, Bernard;-;S099.2;EMP
2014.0;Rouge ardent;Red, Axelle;-;S099.2;CABANIS
2013.0;In utero / Nirvana;Nirvana;[S.l.] : Geffen, P 1993.;S260;CABANIS
2013.0;La pluie sans parapluie;Hardy, Françoise;-;S099.2;CABANIS
2015.0;Love songs;Paradis, Vanessa;-;S099.2;CABANIS
2015.0;Comme des cherokees;Zebda;-;S2RF;CABANIS
2016.0;Là où le vent me mène;Keen'V;-;S281;CABANIS
2016.0;Mandarine;Innocents;-;S099.2;CABANIS
2016.0;Autour de Nina;Simone, Nina;-;S199;CABANIS
2012.0;Their satanic majesties request;Rolling Stones;[S.l.] : London, cop. 1986;S210;CABANIS
2012.0;Egomaniac;Starr, Joey;-;S291;CABANIS
2012.0;Enfant de la ville;Grand Corps Malade;-;S291;CABANIS
2012.0;Feels like home;Jones, Norah;[S.l.] : Blue Note, P 2004;S230;CABANIS
2012.0;All that you can't leave behind / U2;U2;[S.l.] : Island, P 2000;S270;CABANIS
2011.0;The resistance;Muse;-;S220;CABANIS
2011.0;By the way / Red Hot Chili Peppers;Red Hot Chili Peppers;[S.l.] : Warner Bros, P 2002;S250;CABANIS
2011.0;African revolution;Fakoly, Tiken Jah;-;S052.2;CABANIS
2016.0;Les berceuses de mon bébé;-;-;780.2 B;CABANIS
2014.0;Shakira;Shakira;-;S281;CABANIS
2013.0;L'amour fou;Hardy, Françoise;-;S099.2;CABANIS
2013.0;La guadeloupe: rondes, comptines et berceuses;Faraux, Magguy;-;780.1 F;CABANIS
2013.0;Hommage;Noah, Yannick;-;S099.2;CABANIS
2013.0;Baryton : Gracias a la vida;Pagny, Florent;-;S099.2;CABANIS
2015.0;Pietà : sacred works for alto;Vivaldi, Antonio (1678-1741);-;S341;CABANIS
2015.0;Safar;Alibi, Imed;-;S021.2;CABANIS
2015.0;A l'infini;Tal;-;S281;CABANIS
2018.0;"Les percussions / texte et narration Guillaume Saint-James ; illustrations Laure Simonneau";Saint-James, Guillaume;Paris : Fuzeau Jeunesse, 2007;A 785 S;CABANIS
2017.0;Au coeur de moi;Amir;-;S099.2;CABANIS
2017.0;Comptines pour faire la sieste / illustrées par Cécile Hudrisier;Hudrisier, Cécile;Paris : Didier Jeunesse, 2016;780.2 HUD;CABANIS
2017.0;A day for the hunter, a day for the prey;McCalla, Leyla;-;S061.2;CABANIS
2017.0;Vulnicura;Bjèork;-;S294.5;CABANIS
2014.0;Prism;Perry, Katy;-;S220;CABANIS
2014.0;Mehliana : taming the dragon;Mehldau, Brad Synth. P;-;S1;CABANIS
2014.0;Haarp;Muse;-;S220;CABANIS
2011.0;Music for Men;Gossip;-;S260;CABANIS
2016.0;The Endless river;Pink Floyd;-;S240;CABANIS
2016.0;Chemicals;Shoes;-;S271;CABANIS
2016.0;Gold shadow;Avidan, Asaf;-;S230;CABANIS
2015.0;Le grand amour;Obispo, Pascal;-;S099.2;CABANIS
2015.0;Sgt. Pepper's lonely hearts club band;Beatles;-;S220;CABANIS
2012.0;Perdu d'avance;Orelsan;-;S291;CABANIS
2012.0;Alain Souchon est chanteur;Souchon, Alain;-;S099.2;CABANIS
2018.0;Océans : musique originale [film de Jacques Perrin et Jacques Cluzaud];Coulais, Bruno;-;S520;CABANIS
2018.0;La confusion;Amadou & Mariam;-;S017.2;CABANIS
2018.0;The many faces of Daft Punk;Daft Punk;-;S294.3;CABANIS
2017.0;Papillon;Sanseverino;-;S099.2;CABANIS
2017.0;L'esprit Inter : 05, Le son de France Inter;-;-;S565;CABANIS
2019.0;La vraie vie;Bigflo & Oli;-;S291;CABANIS
2019.0;Heligoland;Massive Attack;-;S294.2;CABANIS
2021.0;Toï toï;Suzane;-;S099.2;CABANIS
2021.0;Folklore;Swift, Taylor;-;S220;CABANIS
2019.0;Chapter one;Kimberose;-;S180;CABANIS
2019.0;Adieu bientôt;Columbine;-;S291;CABANIS
2019.0;Live is love;Dutronc, Thomas;-;S099.2;CABANIS
2019.0;"Les jeux chantés de mon bébé : 42 comptines et jeux de doigts / collectage et commentaires Evelyne Resmond-Wenz ; direction musicale Yves Prual ; illustrations Martine Bourre";-;Paris : Didier Jeunesse, 2016;780.2 J;CABANIS
2019.0;Duos volatils;Sanson, Véronique;-;S099.2;CABANIS
2019.0;She;Muthoni Drummer Queen;-;S291;CABANIS
2019.0;Intime;Christophe;-;S099.2;CABANIS
2019.0;For ever;Jungle;-;S294.3;CABANIS
2019.0;Addictions;Amir;-;S099.2;CABANIS
2019.0;Philippe Katerine;Katerine, Philippe;-;S099.2;CABANIS
2019.0;Frank;Winehouse, Amy;-;S180;CABANIS
2019.0;Lento;Nah, Youn Sun. Chant;-;S199;CABANIS
2019.0;Big brothers;McAnuff, Winston;-;S292.3;CABANIS
2019.0;Always ascending;Franz Ferdinand;-;S220;CABANIS
2019.0;The visitor;Young, Neil;-;S230;CABANIS
2016.0;Kalthoum;Maalouf, Ibrahim. Trp;-;S171;CABANIS
2016.0;What went down;Foals;-;S220;CABANIS
2016.0;Darling arithmetic;Villagers;-;S230;CABANIS
2016.0;Cristal automatique N°1;Babx;-;S2RF60;CABANIS
2013.0;A joyful noise;Gossip;-;S220;CABANIS
2013.0;Mala;Banhart, Devandra;-;S230;CABANIS
2013.0;Concert Bercy Live;Sexion d'Assaut;-;S281;CABANIS
2011.0;The battle of Los Angeles  / Rage against the machine;Rage Against the Machine;[S.l.] : Epic, 1999;S250;CABANIS
2011.0;Entre ciment et belle étoile;Arkana, Keny;-;S291;CABANIS
2012.0;Old ideas;Cohen, Leonard;-;S230;CABANIS
2012.0;Desert blues. 3, Entre dunes et savanes;Tounkara, Djélimady;-;S010.2;CABANIS
2012.0;O, devotion !;Green, Liz;-;S088.2;CABANIS
2012.0;London calling;Clash;-;S260;CABANIS
2015.0;Rue de la pomme;Vaniscotte, Catherine;-;J 780.2 VAN;CABANIS
2015.0;Take this;Terrasson, Jacky. P;-;S100;CABANIS
2015.0;Monkey Business;Black Eyed Peas;-;S291;CABANIS
2014.0;Acid arab collection;-;-;S271;CABANIS
2017.0;"Lulu Vroumette / une histoire écrite et racontée par Daniel Picouly ; illustrations Frédéric Pillot";Picouly, Daniel;Paris : Magnard jeunesse, 2015;A PIC;CABANIS
2017.0;Head carrier;Pixies;-;S260;CABANIS
2017.0;Paradis secret;Jenifer;-;S099.2;CABANIS
2017.0;Shake shook shaken;Do;-;S2RF;CABANIS
2018.0;"Comptines et chansons / P. Roussel ; Quatuor Debussy";Roussel, Philippe;Epinal : Compagnie Philippe Roussel, 1999;SJM710;CABANIS
2018.0;Southern blood;Allman, Gregg;-;S230;CABANIS
2018.0;"Chansons du monde : 22 chansonsdu Brésil au Vietnam / interprétées par Bielka et Souliko, Xinarca, Gerson Leonardi et al. ; illustratées par Aurélia Fronty, Béatrice Alemagna, Claire Degans et al.";-;Paris : Didier Jeunesse, 2012;780.1 C;CABANIS
2018.0;Relaxer;Alt-J;-;S220;CABANIS
2015.0;Un oiseau s'est posé;Manset, Gérard;-;S099.2;CABANIS
2015.0;Tales of a grass widow;Coco Rosie;-;S230;CABANIS
2015.0;"Eleggua ; Oya ; Ghosts [etc]";Ibeyi;-;S180;CABANIS
2011.0;Manual for successful rioting;Birdy Nam Nam;-;S294.1;CABANIS
2011.0;Africa 50 years of music : 1960-2010;-;-;S010.2;CABANIS
2011.0;"Is anything wrong ; Rising ; Love came here [etc.]";Lhasa;-;S055.2;CABANIS
2011.0;With The Beatles;Beatles;-;S220;CABANIS
2016.0;Billet de femme;Obispo, Pascal;-;S099.2;CABANIS
2013.0;Une coccinelle sur mon violoncelle;Irawaddy, Philomène;-;SA 780.2 IRA;CABANIS
2013.0;Holà l'eau la : contes et musiques aquatiques;Laveder, Christine;-;780.4 LAV;CABANIS
2014.0;By my side;Harper, Ben;-;S230;CABANIS
2018.0;Goin' platinum !;Finley, Robert;-;S110;CABANIS
2018.0;Rêvolution;IAM;-;S291;CABANIS
2017.0;"La moula ; Afro trap, part N°2 (Kakala bomaye) ; Afro trap, part N°3 (Champions league) [etc]";MHD;-;S291;CABANIS
2017.0;Heritage;Bona, Richard;-;S015.2;CABANIS
2018.0;Australian playground;-;-;A 780.1 A;CABANIS
2018.0;Bossa nova;Croze, Pauline;-;S099.2;CABANIS
2018.0;La même tribu. Vol. 1;Mitchell, Eddy;-;S099.2;CABANIS
2017.0;Music from porcelain;Moby;-;S294.2;CABANIS
2017.0;Acoustique;Lavilliers, Bernard;-;S099.2;CABANIS
2017.0;Convergence;Synapson;-;S294.5;CABANIS
2012.0;Wasting light;Foo Fighters;-;S260;CABANIS
2012.0;Ca se traverse et c'est beau...;Gréco, Juliette;-;S099.2;CABANIS
2012.0;A retrospective;Pink Martini;-;S061.2;CABANIS
2012.0;Hôtel Costes. Vol. 15;Pompougnac, Stéphane;-;S570;CABANIS
2011.0;Chansons d'une maman;Enzo Enzo;-;A 780. 2 E;CABANIS
2011.0;Dirty / Sonic Youth;Sonic Youth;[S.l.] : BMG, P 1992.;S260;CABANIS
2011.0;Chamber music society;Spalding, Esperanza. Cb;-;S199;CABANIS
2011.0;LCD Soundsystem;LCD Soundsystem;-;S294.1;CABANIS
2011.0;3ème temps;Grand Corps Malade;-;S291;CABANIS
2014.0;Concertos;Brahms, Johannes (1833-1897);-;S319.11;CABANIS
2014.0;Gentilhommes de fortune . Rêves et voyages;Lavilliers, Bernard;-;-;CABANIS
2015.0;Instinct;Bent, Amel;-;S281;CABANIS
2016.0;"This world ; Peace of mind ; Raggamuffin ; Crazy vibes [etc.]";Selah Sue;-;S180;CABANIS
2016.0;Keep the village alive;Stereophonics;-;S220;CABANIS
2016.0;My world;Jul;-;S291;CABANIS
2016.0;La bande à Renaud. Vol. 1;Renaud;-;S099.2;CABANIS
2011.0;The virgin suicides : Original motion picture score;Air;-;S294.2;CABANIS
2011.0;The Velvet Underground & Nico;Velvet Underground;-;S260;CABANIS
2011.0;Working on a dream;Springsteen, Bruce;-;S230;CABANIS
2016.0;At least for now;Clementine, Benjamin;-;S180;CABANIS
2016.0;Different pulses;Avidan, Asaf;-;S220;CABANIS
2016.0;Morituri;Murat, Jean-Louis;-;S099.2;CABANIS
2016.0;Music complete;New Order;-;S270;CABANIS
2014.0;In rock / Deep Purple;Deep Purple;[S.l.] : EMI, [ca 1988].;S250;CABANIS
2014.0;Je veux du bonheur;Maé, Christophe;-;S099.2;CABANIS
2014.0;Îls;M;-;S099.2;CABANIS
2013.0;Bird'n'roll;Dionysos;-;S2RF10;CABANIS
2013.0;"Aqualast ; Remember ; Tonight [etc.]";Rover;-;S2RF20;CABANIS
2013.0;Contagieuse;Zaho;-;S281;CABANIS
2013.0;At the BBC;Winehouse, Amy;-;S180;CABANIS
2013.0;"Manon / Massenet ; Gheorghiu, Alagna, Patriarco, Van Dam..., Pappano";Massenet, Jules (1842-1912);-;S335;CABANIS
2013.0;Blue Valentine / T. Waits;Waits, Tom;New York : Elektra, [ca 1990];S280;CABANIS
2015.0;Our version of events;Sande, Emeli;-;S281;CABANIS
2018.0;Mirapolis;Rone;-;S294.5;CABANIS
2018.0;"Bulle et Bob à la plage / une histoire racontée par Nathalie Tual ; illustrations de Ilya Green";Tual, Nathalie;Paris : Didier Jeunesse, 2009;A 780.2 TUA;CABANIS
2011.0;You're under arrest;Gainsbourg, Serge;-;S099.2;CABANIS
2015.0;Kin;Pat Metheny Unity Group;-;S171;CABANIS
2015.0;Solitaire;Shy'm;-;S281;EMP
2018.0;Higelin 75;Higelin, Jacques;-;S099.2;CABANIS
2020.0;Terre neuve;Fontaine, Brigitte;-;S099.2;CABANIS
2020.0;Begin again;Jones, Norah;-;S220;CABANIS
2020.0;Myopia;Obel, Agnes;-;S220;CABANIS
2020.0;From this place;Metheny, Pat. Guit.;-;S150;CABANIS
2020.0;Comme un ours;Alexis HK;-;S099.2;CABANIS
2020.0;"Les instruments de Pipo / illustrations de Delphine Chedru ; musique originale de Matthieu Prual";Chedru, Delphine;Paris : Didier Jeunesse, 2014;785 CHE;CABANIS
2020.0;"Thésée / [adapt. et raconté par] Claudie Obin ; ill. mus.";Obin, Claudie;[s.l.] : L'Oreille Hardie, [s.d.];C/292.08;CABANIS
2020.0;Rest;Gainsbourg, Charlotte;-;S099.2;CABANIS
2020.0;"Jeux de doigts et comptines à gestes / Comptine chantées par Laurent Lahaye ; illustrations Audrey Brien";-;Chalon-sur-Saône (Saône-et-Loire) : Eveil et découvertes, 2013;780.2 J;CYP
2020.0;Hyperspace;Beck;-;S220;CABANIS
2020.0;"Mon imagier de la musique / imaginé par Judith Birnbaum ; mis en musique par Coralie Fayolle ; illustré par Anouk Ricard";Fayolle, Coralie;-;A 780.4 F;CABANIS
2020.0;D.O.C.;Zucchero, Sugar Fornaciari;-;S075.2;CABANIS
2022.0;Les failles cachées;Pomme;-;S099.2;CABANIS
2022.0;De pelicula;Liminanas;-;S2RF40;CABANIS
2022.0;Comfort to me;Amyl and The Sniffers;-;S260;CABANIS
2022.0;Trobador tour;Cabrel, Francis;-;S099.2;CABANIS
2022.0;Buena Vista Social Club : 25th anniversary edition;Buena Vista Social Club;-;S053.2;CABANIS
2022.0;Harmonies poétiques et religieuses;Liszt, Franz (1811-1886);-;S311.11;CABANIS
2022.0;Try !;Besson, Airelle. Trp.;-;S100;CABANIS
2022.0;Mother nature;Kidjo, Angélique;-;S016.2;CABANIS
2022.0;Qui sème le vent récolte le tempo;MC Solaar;-;S291;CABANIS
2022.0;Carnegie Hall 1970;Young, Neil;-;S230;CABANIS
2022.0;Fragments;Bonobo;-;S294.2;CABANIS
2022.0;Paz en la Tierra;Meridian Brothers;-;S046.2;EMP
2022.0;Est-ce que tu sais ?;Roussel, Gaèetan;-;S2RF20;CABANIS
2019.0;Comptines et chansons au bord de l'eau;-;-;780.2 C;CABANIS
2019.0;Raise vibration;Kravitz, Lenny;-;S290;CABANIS
2019.0;Né so;Traoré, Rokia;-;S017.2;CABANIS
2019.0;7;Beach House;-;S220;CABANIS
2019.0;Cuban playground;-;-;780.1 C;CABANIS
2019.0;Chante Léo Ferré;Cali;-;S099.2;CABANIS
2019.0;NRJ 12 snow hits 2019;-;-;S565;CABANIS
2021.0;Wolf rune;Langeland, Sinikka;-;S085.2;CABANIS
2021.0;None of us are getting out of this life alive;Streets (The);-;S291;CABANIS
2021.0;"Le stylo à cancre / écrit, composé et chanté par Olive et Moi ; raconté par François Morel ; illustrations de Élisa Géhin";Olive et moi;"Arles (Bouches-du-Rhône) : Actes Sud junior, 2008 ; Paris : Tôt ou tard, 2008";E OLI;EMP
2021.0;Haute fidélité;Raphaël;-;S099.2;CABANIS
2021.0;Suite : april 2020;Mehldau, Brad. P;-;S100;CABANIS
2021.0;Song machine : season one;Gorillaz;-;S294.5;CABANIS
2021.0;All love everything;Aloe Blacc;-;S281;CABANIS
2021.0;"Bêtes pas si bêtes : 3 histoires d'animaux à lire et à écouter !/ conteurs Hervé Le Craver et Christine Kiffer; musique originale et chant Hervé Suhubiette";Le Craver, Hervé;-;A 780.4 S;CABANIS
2021.0;Renaud;Renaud;-;S099.2;CABANIS
2021.0;Flashback FM;Mome;-;S294.3;CABANIS
2021.0;Acess denied;Asian Dub Foundation;-;S294.2;CABANIS
2016.0;Fearless;Kaye, Marina;-;S281;CABANIS
2011.0;"Tintin et la musique : une aventure sonore réalisée d'après le dossier ""Tintin à l'Opéra"" de Diapason";-;-;S783;CABANIS
2014.0;Georges Brassens. Vol. 2, Les amoureux des bancs publics;Brassens, Georges.;-;S099.2;CABANIS
2018.0;Catégorie reine;Cherfi, Magyd;-;S099.2;CABANIS
2018.0;Ici... là-bas;Isapo;-;780.2;CABANIS
2015.0;Au pays des indiens;Galou, Jacky;-;E 780.2 GAL;CABANIS
2015.0;Nevermind / Nirvana;Nirvana;[S.l.] : Geffen, P 1991.;S260;CABANIS
2011.0;Both ways open jaws;Do;-;S2RF20;CABANIS
2011.0;Bleu venise;Daphné;-;S099.2;CABANIS
2016.0;Lay low;Doillon, Lou;-;S2RF30;CABANIS
2016.0;Somnambules;Raphaël;-;S099.2;CABANIS
2016.0;Je découvre la musique classique et les instruments;-;-;J 785.2;EMP
2012.0;Soul 2;Seal;-;S281;CABANIS
2012.0;Vespertine;Björk;-;S294.2;CABANIS
2012.0;Flowers / The Rolling Stones;Rolling Stones;[S.l.] : London, cop. 1987;S210;CABANIS
2014.0;Mae carinhosa;Evora, Cesaria;-;S017.2;CABANIS
2018.0;"Berceuses et comptines berbères : 27 chansons du Maroc et d'Algérie / collectage Nathalie Soussana réalisation musicale Jean-Christophe Hoarau ; illustrations Virginie Bergeret ; traduction du tamazight et du judéo-berbère Abdelmalek Hamzaoui ; traduction du kabyle et du chaoui Mucat ; traduction du chleuh Ahmed Oubrik";-;Paris : Didier Jeunesse, 2016;J 780.1 B;CABANIS
2018.0;On a tous quelque chose de Johnny;Hallyday, Johnny;-;S099.2;CABANIS
2018.0;Pearl;Joplin, Janis;-;S230;CABANIS
2017.0;Do Hollywood;Lemon Twigs;-;S220;CABANIS
2017.0;12 chansons pour les enfants;Prévert, Jacques;-;E 780.2 P;CABANIS
2017.0;Rester vivant;Hallyday, Johnny;-;S099.2;CABANIS
2012.0;IV;Led Zeppelin;New York : Atlantic, [ca 1990].;S250;CABANIS
2012.0;Same girl;Nah, Youn Sun. Chant;-;S199;CABANIS
2012.0;Tassili + 10;Tinariwen;-;S019.2;CABANIS
2011.0;Keep on your mean side / The Kills;The Kills;London : Domino, P 2003;S260;CABANIS
2014.0;Deux fois l'infini;Chédid, Louis;-;S099.2;CABANIS
2014.0;Les plus grandes chansons des films Disney;-;-;E 780.5 P;COL
2013.0;Origin of symmetry / Muse;Muse;[S.l.] : Naïve, P 2001;S220;CABANIS
2015.0;Girl on fire;Keys, Alicia;-;S281;CABANIS
2015.0;Love letters;Metronomy;-;S294.5;CABANIS
2015.0;Next level;Peuple de l'Herbe;-;S294.5;CABANIS
2016.0;Duende;Cohen, Avishai. Cb;-;S150;CABANIS
