titre,artiste,album,langue,genre,annee,source
Broken Halos,Chris Stapleton,From A Room: Vol. 1,anglais,Country,2017,https://music.apple.com/us/album/broken-halos/1440901944?i=1440901947&uo=4
Free Mind,Tems,For Broken Ears,anglais,Alte,2020,https://music.apple.com/us/album/free-mind/1532252592?i=1532252603&uo=4
Dirt Road Anthem,Jason Aldean,My Kinda Party,anglais,Country,2010,https://music.apple.com/us/album/dirt-road-anthem/1263703717?i=1263703719&uo=4
Meant to Be,Bebe Rexha & Florida Georgia Line,"All Your Fault, Pt. 2 - EP",anglais,Pop,2017,https://music.apple.com/us/album/meant-to-be/1251713683?i=1251713725&uo=4
Before He Cheats,Carrie Underwood,Some Hearts,anglais,Pop,2005,https://music.apple.com/us/album/before-he-cheats/214695525?i=214696369&uo=4
The Middle,"Zedd, Maren Morris & Grey",The Middle - Single,anglais,Dance,2018,https://music.apple.com/us/album/the-middle/1444896433?i=1444896450&uo=4
Revival,Zach Bryan,Elisabeth,anglais,Singer/Songwriter,2020,https://music.apple.com/us/album/revival/1542103677?i=1542103756&uo=4
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),anglais,K-Pop,2025,https://music.apple.com/us/album/soda-pop/1820264137?i=1820264147&uo=4
Girls Like You (feat. Cardi B),Maroon 5,Girls Like You (feat. Cardi B) - Single,anglais,Pop,2018,https://music.apple.com/us/album/girls-like-you-feat-cardi-b/1381582726?i=1381582728&uo=4
You Say,Lauren Daigle,Look Up Child,anglais,Christian,2018,https://music.apple.com/us/album/you-say/1447184494?i=1447184844&uo=4
Cruel Summer,Taylor Swift,Lover,anglais,Pop,2019,https://music.apple.com/us/album/cruel-summer/1468058165?i=1468058171&uo=4
Rumor,Lee Brice,Lee Brice,anglais,Country,2017,https://music.apple.com/us/album/rumor/1278567733?i=1278567741&uo=4
Let You Down,NF,Perception,anglais,Hip-Hop/Rap,2017,https://music.apple.com/us/album/let-you-down/1440848910?i=1440849363&uo=4
Feel It Still,Portugal. The Man,Woodstock,anglais,Alternative,2017,https://music.apple.com/us/album/feel-it-still/1229315038?i=1229315050&uo=4
Enter Sandman,Metallica,Metallica,anglais,Metal,1991,https://music.apple.com/us/album/enter-sandman/579372950?i=579373079&uo=4
No Scrubs,TLC,FanMail,anglais,R&B/Soul,1999,https://music.apple.com/us/album/no-scrubs/309066782?i=309066884&uo=4
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,anglais,Alternative,2024,https://music.apple.com/us/album/wildflower/1739659134?i=1739659144&uo=4
Lover,Taylor Swift,Lover,anglais,Pop,2019,https://music.apple.com/us/album/lover/1468058165?i=1468058173&uo=4
Watermelon Sugar,Harry Styles,Fine Line,anglais,Pop,2019,https://music.apple.com/us/album/watermelon-sugar/1485802965?i=1485802967&uo=4
If I Ain't Got You,Alicia Keys,The Diary of Alicia Keys,anglais,R&B/Soul,2003,https://music.apple.com/us/album/if-i-aint-got-you/255342344?i=255343130&uo=4
MIA (feat. Drake),Bad Bunny,MIA (feat. Drake) - Single,anglais,Latin,2018,https://music.apple.com/us/album/mia-feat-drake/1662168785?i=1662168786&uo=4
Return of the Mack,Mark Morrison,Return of the Mack,anglais,Pop,1996,https://music.apple.com/us/album/return-of-the-mack/81902658?i=81902612&uo=4
Se Preparó,Ozuna,Odisea,anglais,Urbano latino,2017,https://music.apple.com/us/album/se-prepar%C3%B3/1269285897?i=1269286798&uo=4
Everlong,Foo Fighters,The Colour And The Shape,anglais,Rock,1997,https://music.apple.com/us/album/everlong/362133451?i=362133505&uo=4
Señorita,Shawn Mendes & Camila Cabello,Señorita - Single,anglais,Pop,2019,https://music.apple.com/us/album/se%C3%B1orita/1468910011?i=1468910018&uo=4
As It Was,Harry Styles,Harry's House,anglais,Pop,2022,https://music.apple.com/us/album/as-it-was/1615584999?i=1615585008&uo=4
Heat Waves,Glass Animals,Dreamland,anglais,Alternative,2020,https://music.apple.com/us/album/heat-waves/1508562310?i=1508562516&uo=4
Ride,twenty one pilots,Blurryface,anglais,Alternative,2015,https://music.apple.com/us/album/ride/974485462?i=974485805&uo=4
Hello,Adele,25,anglais,Pop,2015,https://music.apple.com/us/album/hello/1544494115?i=1544494392&uo=4
Thunderstruck,AC/DC,The Razors Edge,anglais,Hard Rock,1990,https://music.apple.com/us/album/thunderstruck/574049507?i=574051407&uo=4
Pumped Up Kicks,Foster the People,Torches,anglais,Alternative,2010,https://music.apple.com/us/album/pumped-up-kicks/435761204?i=435761212&uo=4
On My Way to You,Cody Johnson,Ain't Nothin' to It,anglais,Country,2018,https://music.apple.com/us/album/on-my-way-to-you/1439113008?i=1439113154&uo=4
White Ferrari,Frank Ocean,Blonde,anglais,Pop,2016,https://music.apple.com/us/album/white-ferrari/1146195596?i=1146195725&uo=4
"Burn, Burn, Burn",Zach Bryan,"Burn, Burn, Burn - Single",anglais,Country,2022,https://music.apple.com/us/album/burn-burn-burn/1643975591?i=1643976264&uo=4
Set Fire to the Rain,Adele,21,anglais,Pop,2011,https://music.apple.com/us/album/set-fire-to-the-rain/1544491232?i=1544491988&uo=4
Hide (feat. Seezyn),Juice WRLD,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),anglais,Soundtrack,2018,https://music.apple.com/us/album/hide-feat-seezyn/1445949265?i=1445949409&uo=4
Ella Baila Sola,Eslabon Armado & Peso Pluma,Ella Baila Sola - Single,anglais,Música Mexicana,2023,https://music.apple.com/us/album/ella-baila-sola/1677446404?i=1677446410&uo=4
'Til You Can't,Cody Johnson,Human: The Double Album,anglais,Country,2021,https://music.apple.com/us/album/til-you-cant/1582024378?i=1582024384&uo=4
Wagon Wheel,Darius Rucker,True Believers,anglais,Country,2013,https://music.apple.com/us/album/wagon-wheel/1469411292?i=1469412117&uo=4
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,anglais,Country,2016,https://music.apple.com/us/album/what-ifs-feat-lauren-alaina/1166242812?i=1166242927&uo=4
Before You Go,Lewis Capaldi,Divinely Uninspired To a Hellish Extent (Extended Edition),anglais,Alternative,2019,https://music.apple.com/us/album/before-you-go/1485383702?i=1485384412&uo=4
Self Control,Frank Ocean,Blonde,anglais,Pop,2016,https://music.apple.com/us/album/self-control/1146195596?i=1146195718&uo=4
Africa,Toto,Toto IV,anglais,Rock,1982,https://music.apple.com/us/album/africa/185716551?i=185717604&uo=4
When We Were Young,Adele,25,anglais,Pop,2015,https://music.apple.com/us/album/when-we-were-young/1544494115?i=1544494407&uo=4
Adicto,"Tainy, Anuel AA & Ozuna",Adicto - Single,anglais,Latin,2018,https://music.apple.com/us/album/adicto/1473148903?i=1473148905&uo=4
Springsteen,Eric Church,Chief,anglais,Country,2011,https://music.apple.com/us/album/springsteen/721280109?i=721280659&uo=4
One Number Away,Luke Combs,This One's for You,anglais,Country,2015,https://music.apple.com/us/album/one-number-away/1228887671?i=1228888135&uo=4
Where the Wild Things Are,Luke Combs,Gettin' Old,anglais,Country,2023,https://music.apple.com/us/album/where-the-wild-things-are/1666738524?i=1666738581&uo=4
The Night We Met,Lord Huron,Strange Trails,anglais,Indie Rock,2015,https://music.apple.com/us/album/the-night-we-met/1806531135?i=1806531961&uo=4
Intentions (feat. Quavo),Justin Bieber,Changes,anglais,Pop,2020,https://music.apple.com/us/album/intentions-feat-quavo/1496639180?i=1496639586&uo=4
Kiss Kiss (feat. T-Pain),Chris Brown,Exclusive (Expanded Edition),anglais,R&B/Soul,2007,https://music.apple.com/us/album/kiss-kiss-feat-t-pain/267264811?i=267264869&uo=4
One Kiss,"Calvin Harris, Dua Lipa",One Kiss - Single,anglais,Dance,2018,https://music.apple.com/us/album/one-kiss/1364709432?i=1364709436&uo=4
Cowgirls (feat. ERNEST),Morgan Wallen,One Thing At A Time,anglais,Country,2023,https://music.apple.com/us/album/cowgirls-feat-ernest/1818423949?i=1818426110&uo=4
Moves Like Jagger (feat. Christina Aguilera),Maroon 5,Hands All Over (Deluxe Edition),anglais,Pop,2010,https://music.apple.com/us/album/moves-like-jagger-feat-christina-aguilera/1440858689?i=1440859510&uo=4
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),anglais,Pop,2013,https://music.apple.com/us/album/we-cant-stop/1460315055?i=1460315065&uo=4
Someone Like You,Adele,21,anglais,Pop,2011,https://music.apple.com/us/album/someone-like-you/1544491232?i=1544491998&uo=4
All I Want for Christmas Is You,Mariah Carey,Merry Christmas,anglais,Christmas: Pop,1994,https://music.apple.com/us/album/all-i-want-for-christmas-is-you/585972750?i=585972803&uo=4
Roses (feat. ROZES),The Chainsmokers,Bouquet - EP,anglais,Dance,2015,https://music.apple.com/us/album/roses-feat-rozes/1050203612?i=1050203620&uo=4
Dance Monkey,Tones And I,The Kids Are Coming - EP,anglais,Alternative,2019,https://music.apple.com/us/album/dance-monkey/1475930038?i=1475930045&uo=4
Let Me Love You,Mario,Turning Point,anglais,R&B/Soul,2004,https://music.apple.com/us/album/let-me-love-you/257524479?i=257524515&uo=4
Dance For You,Beyoncé,4 (Expanded Edition),anglais,Pop,2011,https://music.apple.com/us/album/dance-for-you/626204707?i=626205222&uo=4
You Need To Calm Down,Taylor Swift,Lover,anglais,Pop,2019,https://music.apple.com/us/album/you-need-to-calm-down/1468058165?i=1468058704&uo=4
Dirt on My Boots,Jon Pardi,California Sunrise,anglais,Country,2016,https://music.apple.com/us/album/dirt-on-my-boots/1440847737?i=1440847745&uo=4
Say My Name,Destiny's Child,The Writing's On the Wall,anglais,R&B/Soul,1999,https://music.apple.com/us/album/say-my-name/266809606?i=266809802&uo=4
Levitating (feat. DaBaby),Dua Lipa,Levitating (feat. DaBaby) - Single,anglais,Pop,2020,https://music.apple.com/us/album/levitating-feat-dababy/1532788351?i=1532788352&uo=4
Youngblood,5 Seconds of Summer,Youngblood (Deluxe),anglais,Pop,2018,https://music.apple.com/us/album/youngblood/1369109074?i=1369109322&uo=4
24K Magic,Bruno Mars,24K Magic,anglais,Pop,2016,https://music.apple.com/us/album/24k-magic/1161503945?i=1161504024&uo=4
Favorite Song,Toosii,Favorite Song - Single,anglais,Hip-Hop/Rap,2023,https://music.apple.com/us/album/favorite-song/1670755692?i=1670756419&uo=4
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,Hollywood's Bleeding,anglais,Hip-Hop/Rap,2019,https://music.apple.com/us/album/take-what-you-want-feat-ozzy-osbourne-travis-scott/1477880265?i=1477880568&uo=4
Burn (Confessions Special Edition Version),USHER,Confessions (Expanded Edition),anglais,R&B/Soul,2004,https://music.apple.com/us/album/burn-confessions-special-edition-version/386153476?i=386153641&uo=4
I Feel It Coming (feat. Daft Punk),The Weeknd,Starboy,anglais,R&B/Soul,2016,https://music.apple.com/us/album/i-feel-it-coming-feat-daft-punk/1440871397?i=1440872309&uo=4
Bohemian Rhapsody,Queen,"Greatest Hits I, II & III: The Platinum Collection",anglais,Rock,1975,https://music.apple.com/us/album/bohemian-rhapsody/1440650428?i=1440650711&uo=4
No Idea,Don Toliver,Heaven Or Hell,anglais,Hip-Hop/Rap,2019,https://music.apple.com/us/album/no-idea/1502318851?i=1502319171&uo=4
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,anglais,R&B/Soul,2008,https://music.apple.com/us/album/disturbia/1441154435?i=1441154571&uo=4
In My Feelings,Drake,Scorpion,anglais,Hip-Hop/Rap,2018,https://music.apple.com/us/album/in-my-feelings/1406109769?i=1406109901&uo=4
"Hold On, We're Going Home (feat. Majid Jordan)",Drake,Nothing Was the Same (Deluxe),anglais,Hip-Hop/Rap,2013,https://music.apple.com/us/album/hold-on-were-going-home-feat-majid-jordan/1440829462?i=1440829630&uo=4
Versace On The Floor,Bruno Mars,24K Magic,anglais,Pop,2016,https://music.apple.com/us/album/versace-on-the-floor/1161503945?i=1161504045&uo=4
New Rules,Dua Lipa,Dua Lipa (Deluxe),anglais,Pop,2017,https://music.apple.com/us/album/new-rules/1228739599?i=1228739609&uo=4
Pink Skies,Zach Bryan,Pink Skies - Single,anglais,Country,2024,https://music.apple.com/us/album/pink-skies/1747842758?i=1747842759&uo=4
Dreams,Fleetwood Mac,Greatest Hits,anglais,Rock,1987,https://music.apple.com/us/album/dreams/202271826?i=202272624&uo=4
Fire Away,Chris Stapleton,Traveller,anglais,Country,2015,https://music.apple.com/us/album/fire-away/1440827477?i=1440827490&uo=4
You Shook Me All Night Long,AC/DC,Back In Black,anglais,Hard Rock,1980,https://music.apple.com/us/album/you-shook-me-all-night-long/574050396?i=574050607&uo=4
Right My Wrongs,Bryson Tiller,T R A P S O U L,anglais,R&B/Soul,2015,https://music.apple.com/us/album/right-my-wrongs/1031354875?i=1031355371&uo=4
Dancing With A Stranger,Sam Smith & Normani,Dancing With A Stranger - Single,anglais,Pop,2019,https://music.apple.com/us/album/dancing-with-a-stranger/1447334977?i=1447334978&uo=4
Santeria,Sublime,Sublime,anglais,Alternative,1996,https://music.apple.com/us/album/santeria/1440838803?i=1440839501&uo=4
Ojitos Lindos,Bad Bunny & Bomba Estéreo,Un Verano Sin Ti,anglais,Latin,2022,https://music.apple.com/us/album/ojitos-lindos/1622045624?i=1622045962&uo=4
Heartache on the Dance Floor,Jon Pardi,California Sunrise,anglais,Country,2016,https://music.apple.com/us/album/heartache-on-the-dance-floor/1440847737?i=1440847749&uo=4
You Proof,Morgan Wallen,You Proof - Single,anglais,Country,2022,https://music.apple.com/us/album/you-proof/1818406806?i=1818407111&uo=4
Highway to Hell,AC/DC,Highway to Hell,anglais,Hard Rock,1979,https://music.apple.com/us/album/highway-to-hell/574043989?i=574044008&uo=4
Take Your Time,Sam Hunt,Montevallo,anglais,Country,2014,https://music.apple.com/us/album/take-your-time/1440858319?i=1440858328&uo=4
Country Girl (Shake It For Me),Luke Bryan,Tailgates & Tanlines,anglais,Country,2011,https://music.apple.com/us/album/country-girl-shake-it-for-me/1617201744?i=1617201884&uo=4
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,anglais,Country,2023,https://music.apple.com/us/album/i-remember-everything-feat-kacey-musgraves/1703216858?i=1703217516&uo=4
Hurricane,Luke Combs,This One’s for You Too (Deluxe Edition),anglais,Country,2015,https://music.apple.com/us/album/hurricane/1376705241?i=1376705645&uo=4
Ophelia,The Lumineers,Cleopatra (Deluxe Edition),anglais,Alternative,2016,https://music.apple.com/us/album/ophelia/1754024625?i=1754025109&uo=4
Calm Down,Rema & Selena Gomez,Calm Down - Single,anglais,Afrobeats,2022,https://music.apple.com/us/album/calm-down/1640501237?i=1640501238&uo=4
Need You Now,Lady A,Need You Now,anglais,Country,2009,https://music.apple.com/us/album/need-you-now/721253248?i=721253705&uo=4
Easy On Me,Adele,30,anglais,Pop,2021,https://music.apple.com/us/album/easy-on-me/1590035691?i=1590036021&uo=4
Body Like a Back Road (15 in a 30 Tour Live),Sam Hunt,Body Like a Back Road (15 in a 30 Tour Live) - Single,anglais,Country,2017,https://music.apple.com/us/album/body-like-a-back-road-15-in-a-30-tour-live/1445023572?i=1445023668&uo=4
Bring Me to Life,Evanescence,Fallen,anglais,Hard Rock,2003,https://music.apple.com/us/album/bring-me-to-life/1440665838?i=1440666111&uo=4
Get Me Some of That,Thomas Rhett,It Goes Like This,anglais,Country,2013,https://music.apple.com/us/album/get-me-some-of-that/1440934946?i=1440935163&uo=4
Buy Dirt (feat. Luke Bryan),Jordan Davis,Buy Dirt,anglais,Country,2021,https://music.apple.com/us/album/buy-dirt-feat-luke-bryan/1563946209?i=1563946213&uo=4
Wait a Minute!,WILLOW,ARDIPITHECUS,anglais,Alternative,2015,https://music.apple.com/us/album/wait-a-minute/1440923499?i=1440924420&uo=4
Crazy in Love (feat. Jay-Z),Beyoncé,Dangerously in Love,anglais,Pop,2003,https://music.apple.com/us/album/crazy-in-love-feat-jay-z/201274359?i=201274644&uo=4
Seven Nation Army,The White Stripes,Elephant,anglais,Rock,2003,https://music.apple.com/us/album/seven-nation-army/1533513536?i=1533513537&uo=4
Blue Ain't Your Color,Keith Urban,Ripcord,anglais,Country,2016,https://music.apple.com/us/album/blue-aint-your-color/1440845766?i=1440846183&uo=4
When I See U,Fantasia,Fantasia,anglais,R&B/Soul,2006,https://music.apple.com/us/album/when-i-see-u/207246267?i=207246319&uo=4
Adorn,Miguel,Kaleidoscope Dream,anglais,R&B/Soul,2012,https://music.apple.com/us/album/adorn/561709112?i=561709114&uo=4
Don't Let Me Down (feat. Daya),The Chainsmokers,Collage - EP,anglais,Dance,2016,https://music.apple.com/us/album/dont-let-me-down-feat-daya/1170699510?i=1170699706&uo=4
Cigarette Daydreams,Cage the Elephant,Melophobia,anglais,Alternative,2013,https://music.apple.com/us/album/cigarette-daydreams/683346293?i=683346502&uo=4
Something Just Like This,The Chainsmokers & Coldplay,Memories...Do Not Open,anglais,Dance,2017,https://music.apple.com/us/album/something-just-like-this/1207120422?i=1207120448&uo=4
Halo,Beyoncé,I AM...SASHA FIERCE,anglais,Pop,2008,https://music.apple.com/us/album/halo/296016891?i=296016893&uo=4
idontwannabeyouanymore,Billie Eilish,dont smile at me,anglais,Alternative,2017,https://music.apple.com/us/album/idontwannabeyouanymore/1440898929?i=1440899127&uo=4
Too Good At Goodbyes (BBC Proms At The Royal Albert Hall),Sam Smith,BBC Proms At The Royal Albert Hall,anglais,Pop,2025,https://music.apple.com/us/album/too-good-at-goodbyes-bbc-proms-at-the-royal-albert-hall/1807972352?i=1807972505&uo=4
Wildest Dreams,Taylor Swift,1989,anglais,Pop,2014,https://music.apple.com/us/album/wildest-dreams/1440935467?i=1440936036&uo=4
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,anglais,Alternative,2024,https://music.apple.com/us/album/birds-of-a-feather/1739659134?i=1739659142&uo=4
Beautiful Girls,Sean Kingston,Sean Kingston,anglais,R&B/Soul,2007,https://music.apple.com/us/album/beautiful-girls/275820068?i=275820157&uo=4
HEARTBREAK ANNIVERSARY,GIVĒON,HEARTBREAK ANNIVERSARY - Single,anglais,R&B/Soul,2020,https://music.apple.com/us/album/heartbreak-anniversary/1499127836?i=1499127838&uo=4
Baby Lullaby Music,Baby Lullaby Academy,Baby Lullaby: Relaxing Piano Lullabies and Natural Sleep Aid for Baby Sleep Music,anglais,Children's Music,2015,https://music.apple.com/us/album/baby-lullaby-music/1065946325?i=1065946783&uo=4
The Chain,Fleetwood Mac,Rumours (Super Deluxe Edition),anglais,Rock,1977,https://music.apple.com/us/album/the-chain/651879763?i=651880159&uo=4
Young Dumb & Broke,Khalid,American Teen,anglais,R&B/Soul,2017,https://music.apple.com/us/album/young-dumb-broke/1200868601?i=1200868874&uo=4
Fast Car,Luke Combs,Gettin' Old,anglais,Country,2023,https://music.apple.com/us/album/fast-car/1666738524?i=1666738585&uo=4
Happier,Marshmello & Bastille,Happier - Single,anglais,Dance,2018,https://music.apple.com/us/album/happier/1711849512?i=1711849667&uo=4
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),anglais,K-Pop,2025,https://music.apple.com/us/album/your-idol/1820264137?i=1820264156&uo=4
lovely,Billie Eilish & Khalid,lovely - Single,anglais,Pop,2018,https://music.apple.com/us/album/lovely/1369379667?i=1369380479&uo=4
Clean White Noise - Loopable with no fade,White Noise For Babies,Best White Noise For Baby Sleep - Loopable With No Fade,anglais,New Age,2017,https://music.apple.com/us/album/clean-white-noise-loopable-with-no-fade/1192697125?i=1192697133&uo=4
Chasin' You,Morgan Wallen,If I Know Me,anglais,Country,2018,https://music.apple.com/us/album/chasin-you/1752597785?i=1752598329&uo=4
You Make It Easy,Jason Aldean,Rearview Town,anglais,Country,2018,https://music.apple.com/us/album/you-make-it-easy/1683777407?i=1683777413&uo=4
Heaven,Kane Brown,Kane Brown (Deluxe Edition),anglais,Country,2016,https://music.apple.com/us/album/heaven/1277175594?i=1277176588&uo=4
Music,sakanaction,Sakanaction,anglais,Rock,2013,https://music.apple.com/us/album/music/604748196?i=604748202&uo=4
She Got the Best of Me,Luke Combs,This One’s for You Too (Deluxe Edition),anglais,Country,2018,https://music.apple.com/us/album/she-got-the-best-of-me/1376705241?i=1376707081&uo=4
Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),anglais,Hip-Hop/Rap,2018,https://music.apple.com/us/album/sunflower-spider-man-into-the-spider-verse/1445949265?i=1445949267&uo=4
Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),anglais,Country,2020,https://music.apple.com/us/album/forever-after-all/1527782144?i=1527782455&uo=4
Location,Khalid,American Teen,anglais,R&B/Soul,2016,https://music.apple.com/us/album/location/1200868601?i=1200868875&uo=4
Beautiful Crazy,Luke Combs,This One’s for You Too (Deluxe Edition),anglais,Country,2018,https://music.apple.com/us/album/beautiful-crazy/1376705241?i=1376707066&uo=4
Tennessee Whiskey,Chris Stapleton,Traveller,anglais,Country,2015,https://music.apple.com/us/album/tennessee-whiskey/1440827477?i=1440827492&uo=4
Everybody Wants to Rule the World,Tears for Fears,Songs from the Big Chair,anglais,Pop,1985,https://music.apple.com/us/album/everybody-wants-to-rule-the-world/1440813508?i=1440813515&uo=4
Whiskey Glasses,Morgan Wallen,If I Know Me,anglais,Country,2016,https://music.apple.com/us/album/whiskey-glasses/1752597785?i=1752598138&uo=4
Talk (feat. Disclosure),Khalid,Free Spirit,anglais,R&B/Soul,2019,https://music.apple.com/us/album/talk-feat-disclosure/1455151397?i=1455151648&uo=4
everything i wanted,Billie Eilish,everything i wanted - Single,anglais,Alternative,2019,https://music.apple.com/us/album/everything-i-wanted/1487502456?i=1487502476&uo=4
Say You Won't Let Go,James Arthur,Back from the Edge (Deluxe Edition),anglais,Pop,2016,https://music.apple.com/us/album/say-you-wont-let-go/1147252339?i=1147252591&uo=4
LA CANCIÓN,J Balvin & Bad Bunny,OASIS,anglais,Urbano latino,2019,https://music.apple.com/us/album/la-canci%C3%B3n/1470146332?i=1470146813&uo=4
Speechless,Dan + Shay,Dan + Shay,anglais,Country,2018,https://music.apple.com/us/album/speechless/1383989073?i=1383989668&uo=4
Oklahoma Smokeshow,Zach Bryan,Summertime Blues - EP,anglais,Country,2022,https://music.apple.com/us/album/oklahoma-smokeshow/1633178682?i=1633178998&uo=4
YOSEMITE,Travis Scott,ASTROWORLD,anglais,Hip-Hop/Rap,2018,https://music.apple.com/us/album/yosemite/1421241217?i=1421243212&uo=4
Umbrella (feat. JAY-Z),Rihanna,Good Girl Gone Bad: Reloaded,anglais,Pop,2007,https://music.apple.com/us/album/umbrella-feat-jay-z/1441154435?i=1441154437&uo=4
Kill Bill,SZA,SOS,anglais,R&B/Soul,2022,https://music.apple.com/us/album/kill-bill/1657869377?i=1657869393&uo=4
Get You (feat. Kali Uchis),Daniel Caesar,Freudian,anglais,R&B/Soul,2016,https://music.apple.com/us/album/get-you-feat-kali-uchis/1799080774?i=1799080775&uo=4
When It Rains It Pours,Luke Combs,This One's for You,anglais,Country,2017,https://music.apple.com/us/album/when-it-rains-it-pours/1228887671?i=1228888143&uo=4
Perfect,Ed Sheeran,÷ (Deluxe),anglais,Pop,2017,https://music.apple.com/us/album/perfect/1193701079?i=1193701400&uo=4
The Kind of Love We Make,Luke Combs,Growin' Up,anglais,Country,2022,https://music.apple.com/us/album/the-kind-of-love-we-make/1619408866?i=1619408877&uo=4
Shallow,Lady Gaga & Bradley Cooper,A Star Is Born Soundtrack,anglais,Soundtrack,2018,https://music.apple.com/us/album/shallow/1434371867?i=1434371887&uo=4
Die For You,The Weeknd,Starboy,anglais,R&B/Soul,2016,https://music.apple.com/us/album/die-for-you/1440871397?i=1440872304&uo=4
Adore You,Harry Styles,Fine Line,anglais,Pop,2019,https://music.apple.com/us/album/adore-you/1485802965?i=1485802970&uo=4
Shape of You,Ed Sheeran,÷ (Deluxe),anglais,Pop,2017,https://music.apple.com/us/album/shape-of-you/1193701079?i=1193701392&uo=4
A Thousand Years,Christina Perri,"The Twilight Saga: Breaking Dawn, Pt. 1 (Original Motion Picture Soundtrack) [Deluxe Version]",anglais,Soundtrack,2011,https://music.apple.com/us/album/a-thousand-years/467980710?i=467980724&uo=4
Thinking Out Loud,Ed Sheeran,x (Wembley Edition),anglais,Pop,2014,https://music.apple.com/us/album/thinking-out-loud/1050204616?i=1050204631&uo=4
Take Me to Church,Hozier,Hozier (Expanded Edition),anglais,Alternative,2013,https://music.apple.com/us/album/take-me-to-church/900672435?i=900672609&uo=4
Karma,Summer Walker,Last Day of Summer,anglais,R&B/Soul,2018,https://music.apple.com/us/album/karma/1438765128?i=1438765304&uo=4
Sure Thing,Miguel,All I Want Is You,anglais,R&B/Soul,2010,https://music.apple.com/us/album/sure-thing/439618070?i=439618071&uo=4
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),anglais,Soundtrack,2016,https://music.apple.com/us/album/how-far-ill-go/1440639027?i=1440639381&uo=4
ocean eyes,Billie Eilish,dont smile at me,anglais,Alternative,2016,https://music.apple.com/us/album/ocean-eyes/1440898929?i=1440899467&uo=4
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),anglais,Pop,2023,https://music.apple.com/us/album/lose-control/1691699589?i=1691699836&uo=4
Bad at Love,Halsey,hopeless fountain kingdom (Deluxe),anglais,Alternative,2017,https://music.apple.com/us/album/bad-at-love/1440880255?i=1440880507&uo=4
That's What I Like,Bruno Mars,24K Magic,anglais,Pop,2016,https://music.apple.com/us/album/thats-what-i-like/1161503945?i=1161504043&uo=4
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",anglais,Alternative,2019,https://music.apple.com/us/album/bad-guy/1450695723?i=1450695739&uo=4
Baby Shark,Pinkfong,Pinkfong Animal Songs,anglais,Children's Music,2017,https://music.apple.com/us/album/baby-shark/1264976423?i=1264976429&uo=4
Someone You Loved,Lewis Capaldi,Breach - EP,anglais,Alternative,2018,https://music.apple.com/us/album/someone-you-loved/1441539148?i=1441539154&uo=4
Up Down (feat. Florida Georgia Line),Morgan Wallen,If I Know Me,anglais,Country,2017,https://music.apple.com/us/album/up-down-feat-florida-georgia-line/1752597785?i=1752597790&uo=4
Tequila,Dan + Shay,Dan + Shay,anglais,Country,2018,https://music.apple.com/us/album/tequila/1383989073?i=1383989661&uo=4
Circles,Post Malone,Hollywood's Bleeding,anglais,Hip-Hop/Rap,2019,https://music.apple.com/us/album/circles/1477880265?i=1477880561&uo=4
Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,anglais,Country,2023,https://music.apple.com/us/album/thinkin-bout-me/1818423949?i=1818425528&uo=4
Live In Paris,BOYNEXTDOOR,The Action - EP,anglais,Pop,2025,https://music.apple.com/us/album/live-in-paris/1844393312?i=1844393478&uo=4
Hollywood Action,BOYNEXTDOOR,The Action - EP,anglais,Pop,2025,https://music.apple.com/us/album/hollywood-action/1844393312?i=1844393484&uo=4
JAM!,BOYNEXTDOOR,The Action - EP,anglais,Hip-Hop,2025,https://music.apple.com/us/album/jam/1844393312?i=1844393493&uo=4
Bathroom,BOYNEXTDOOR,The Action - EP,anglais,Rock,2025,https://music.apple.com/us/album/bathroom/1844393312?i=1844393628&uo=4
As Time Goes By,BOYNEXTDOOR,The Action - EP,anglais,R&B/Soul,2025,https://music.apple.com/us/album/as-time-goes-by/1844393312?i=1844393632&uo=4
Hurricane,Luke Combs,This One's for You,anglais,Country,2015,https://music.apple.com/us/album/hurricane/1228887671?i=1228888134&uo=4
